eem_id,document,cat_lev1,cat_lev2,eem_name,tags,type,uni_code,uni_code_manual,match
1423,BSYNC,Refrigeration,0,Clean and/or repair,NA,NA,NA,E1090,0
1424,BSYNC,Refrigeration,0,Implement training and/or documentation,NA,NA,NA,E1090,0
1425,BSYNC,Refrigeration,0,"Upgrade operating protocols, calibration, and/or sequencing",NA,NA,NA,E1090,0
1426,BSYNC,Refrigeration,0,Other,NA,NA,NA,E1090,0
1427,BSYNC,Renewable Energy Systems,0,"Install landfill gas, wastewater treatment plant digester gas, or coal bed methane power plant",NA,NA,NA,D3010,0
1428,BSYNC,Renewable Energy Systems,0,Install photovoltaic system,Photovoltaic,Descriptor,D3010,D3010,1
1429,BSYNC,Renewable Energy Systems,0,Install wind energy system,Wind,Descriptor,D3010,D3010,1
1430,BSYNC,Renewable Energy Systems,0,Install wood waste or other organic waste stream heating or power plant,NA,NA,NA,D3010,0
1431,BSYNC,Renewable Energy Systems,0,Clean and/or repair,NA,NA,NA,D3010,0
1432,BSYNC,Renewable Energy Systems,0,Implement training and/or documentation,NA,NA,NA,D3010,0
1433,BSYNC,Renewable Energy Systems,0,"Upgrade operating protocols, calibration, and/or sequencing",NA,NA,NA,D3010,0
1434,BSYNC,Renewable Energy Systems,0,Other,NA,NA,NA,D3010,0
1435,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Decrease SHW temperature,SHW,Element,D2020,D2020,1
1436,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install SHW controls,SHW,Element,D2020,D2020,1
1436,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install SHW controls,controls,Element,D3060,D2020,0
1437,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install solar thermal SHW,Solar thermal,Descriptor,D3010,D2020,0
1437,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install solar thermal SHW,SHW,Element,D2020,D2020,1
1438,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install water pressure booster,NA,NA,NA,D2020,0
1439,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Insulate SHW piping,SHW,Element,D2020,D2020,1
1440,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Insulate SHW tank,SHW,Element,D2020,D2020,1
1441,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Replace piping,NA,NA,NA,D2020,0
1442,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Replace tankless coil,Tankless,Descriptor,D2020,D2020,1
1443,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Separate SHW from heating,SHW,Element,D2020,D2020,1
1444,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Upgrade SHW boiler,SHW,Element,D2020,D2020,1
1444,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Upgrade SHW boiler,Boiler,Element,D3020,D2020,0
1445,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install heat pump SHW system,Heat pump,Descriptor,X0000,D2020,0
1445,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install heat pump SHW system,Pump,Descriptor,X0000,D2020,0
1445,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install heat pump SHW system,SHW,Element,D2020,D2020,1
1446,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install tankless water heaters,Tankless,Descriptor,D2020,D2020,1
1446,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install tankless water heaters,Water heater,Element,D2020,D2020,1
1447,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Clean and/or repair,NA,NA,NA,D2020,0
1448,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Implement training and/or documentation,NA,NA,NA,D2020,0
